Cell.Line,Cell.ID,Lot.Number,Treatment,Time.Point,Replicate,Sub.experiment,Batch,Filename,WG.Plate,factor1,factor2,Iso.Order,Iso.Row,Iso.Col,RNAYield(ug),Label.Order,Label.Row,Label.Col
Adult,G,#1528526,TGFb,24,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.24.Adult,TGFb.24.G,16,H,2,,56,H,7
HDFn,A,#1366434,Control,12,6,1,6,GSS2375_WellData_p6.txt,18,Control.12.HDFn,Control.12.A,17,A,3,,23,G,3
Adult,G,#1528526,Baseline,96,6,1,6,GSS2375_WellData_p6.txt,18,Baseline.96.Adult,Baseline.96.G,18,B,3,,69,E,9
Adult,G,#1528526,Control,12,6,1,6,GSS2375_WellData_p6.txt,18,Control.12.Adult,Control.12.G,19,C,3,,15,G,2
SEN,D,#1366434,Control,24,6,1,6,GSS2375_WellData_p6.txt,18,Control.24.SEN,Control.24.D,20,D,3,,4,D,1
SEN,D,#1366434,Baseline,0,6,1,6,GSS2375_WellData_p6.txt,18,Baseline.0.SEN,Baseline.0.D,21,E,3,,3,C,1
Adult,G,#1528526,Control,2,6,1,6,GSS2375_WellData_p6.txt,18,Control.2.Adult,Control.2.G,22,F,3,,72,H,9
SEN,D,#1366434,TGFb,1,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.1.SEN,TGFb.1.D,23,G,3,,61,E,8
SEN,D,#1366434,TGFb,24,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.24.SEN,TGFb.24.D,24,H,3,,52,D,7
HDFn,A,#1366434,TGFb,4,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.4.HDFn,TGFb.4.A,25,A,4,,70,F,9
SEN,D,#1366434,TGFb,8,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.8.SEN,TGFb.8.D,26,B,4,,49,A,7
HDFn,A,#1366434,TGFb,8,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.8.HDFn,TGFb.8.A,27,C,4,,37,E,5
Adult,G,#1528526,Control,1,6,1,6,GSS2375_WellData_p6.txt,18,Control.1.Adult,Control.1.G,28,D,4,,47,G,6
HDFn,A,#1366434,TGFb,24,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.24.HDFn,TGFb.24.A,29,E,4,,41,A,6
Adult,G,#1528526,TGFb,1,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.1.Adult,TGFb.1.G,30,F,4,,67,C,9
HDFn,A,#1366434,Control,4,6,1,6,GSS2375_WellData_p6.txt,18,Control.4.HDFn,Control.4.A,31,G,4,,26,B,4
Adult,G,#1528526,Control,48,6,1,6,GSS2375_WellData_p6.txt,18,Control.48.Adult,Control.48.G,32,H,4,,9,A,2
HDFn,A,#1366434,Control,72,6,1,6,GSS2375_WellData_p6.txt,18,Control.72.HDFn,Control.72.A,33,A,5,,45,E,6
Adult,G,#1528526,TGFb,72,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.72.Adult,TGFb.72.G,34,B,5,,33,A,5
SEN,D,#1366434,Control,2,6,1,6,GSS2375_WellData_p6.txt,18,Control.2.SEN,Control.2.D,35,C,5,,51,C,7
SEN,D,#1366434,Control,96,6,1,6,GSS2375_WellData_p6.txt,18,Control.96.SEN,Control.96.D,36,D,5,,25,A,4
SEN,D,#1366434,TGFb,3,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.3.SEN,TGFb.3.D,37,E,5,,17,A,3
SEN,D,#1366434,Control,1,6,1,6,GSS2375_WellData_p6.txt,18,Control.1.SEN,Control.1.D,38,F,5,,19,C,3
Adult,G,#1528526,TGFb,96,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.96.Adult,TGFb.96.G,39,G,5,,42,B,6
Adult,G,#1528526,Baseline,0,6,1,6,GSS2375_WellData_p6.txt,18,Baseline.0.Adult,Baseline.0.G,40,H,5,,48,H,6
SEN,D,#1366434,Control,4,6,1,6,GSS2375_WellData_p6.txt,18,Control.4.SEN,Control.4.D,41,A,6,,68,D,9
Adult,G,#1528526,TGFb,2,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.2.Adult,TGFb.2.G,42,B,6,,34,B,5
SEN,D,#1366434,TGFb,48,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.48.SEN,TGFb.48.D,43,C,6,,35,C,5
Adult,G,#1528526,TGFb,3,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.3.Adult,TGFb.3.G,44,D,6,,28,D,4
HDFn,A,#1366434,TGFb,96,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.96.HDFn,TGFb.96.A,45,E,6,,55,G,7
Adult,G,#1528526,TGFb,12,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.12.Adult,TGFb.12.G,46,F,6,,12,D,2
HDFn,A,#1366434,Baseline,96,6,1,6,GSS2375_WellData_p6.txt,18,Baseline.96.HDFn,Baseline.96.A,47,G,6,,36,D,5
SEN,D,#1366434,TGFb,12,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.12.SEN,TGFb.12.D,48,H,6,,62,F,8
Adult,G,#1528526,Control,0.5,6,1,6,GSS2375_WellData_p6.txt,18,Control.0.5.Adult,Control.0.5.G,49,A,7,,8,H,1
HDFn,A,#1366434,Control,24,6,1,6,GSS2375_WellData_p6.txt,18,Control.24.HDFn,Control.24.A,50,B,7,,18,B,3
Adult,G,#1528526,Control,3,6,1,6,GSS2375_WellData_p6.txt,18,Control.3.Adult,Control.3.G,51,C,7,,44,D,6
HDFn,A,#1366434,TGFb,72,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.72.HDFn,TGFb.72.A,52,D,7,,10,B,2
HDFn,A,#1366434,Control,48,6,1,6,GSS2375_WellData_p6.txt,18,Control.48.HDFn,Control.48.A,53,E,7,,16,H,2
Adult,G,#1528526,Control,96,6,1,6,GSS2375_WellData_p6.txt,18,Control.96.Adult,Control.96.G,54,F,7,,29,E,4
SEN,D,#1366434,Control,8,6,1,6,GSS2375_WellData_p6.txt,18,Control.8.SEN,Control.8.D,55,G,7,,58,B,8
Adult,G,#1528526,Control,24,6,1,6,GSS2375_WellData_p6.txt,18,Control.24.Adult,Control.24.G,56,H,7,,5,E,1
HDFn,A,#1366434,Control,0.5,6,1,6,GSS2375_WellData_p6.txt,18,Control.0.5.HDFn,Control.0.5.A,57,A,8,,24,H,3
HDFn,A,#1366434,Control,2,6,1,6,GSS2375_WellData_p6.txt,18,Control.2.HDFn,Control.2.A,58,B,8,,30,F,4
Adult,G,#1528526,Control,72,6,1,6,GSS2375_WellData_p6.txt,18,Control.72.Adult,Control.72.G,59,C,8,,64,H,8
SEN,D,#1366434,TGFb,4,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.4.SEN,TGFb.4.D,60,D,8,,59,C,8
HDFn,A,#1366434,Control,3,6,1,6,GSS2375_WellData_p6.txt,18,Control.3.HDFn,Control.3.A,61,E,8,,22,F,3
HDFn,A,#1366434,Control,8,6,1,6,GSS2375_WellData_p6.txt,18,Control.8.HDFn,Control.8.A,62,F,8,,54,F,7
SEN,D,#1366434,TGFb,2,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.2.SEN,TGFb.2.D,63,G,8,,65,A,9
HDFn,A,#1366434,Control,1,6,1,6,GSS2375_WellData_p6.txt,18,Control.1.HDFn,Control.1.A,64,H,8,,50,B,7
SEN,D,#1366434,Control,0.5,6,1,6,GSS2375_WellData_p6.txt,18,Control.0.5.SEN,Control.0.5.D,65,A,9,,32,H,4
SEN,D,#1366434,Control,12,6,1,6,GSS2375_WellData_p6.txt,18,Control.12.SEN,Control.12.D,66,B,9,,1,A,1
SEN,D,#1366434,Control,48,6,1,6,GSS2375_WellData_p6.txt,18,Control.48.SEN,Control.48.D,67,C,9,,21,E,3
SEN,D,#1366434,TGFb,72,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.72.SEN,TGFb.72.D,68,D,9,,57,A,8
HDFn,A,#1366434,TGFb,2,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.2.HDFn,TGFb.2.A,69,E,9,,27,C,4
HDFn,A,#1366434,Control,96,6,1,6,GSS2375_WellData_p6.txt,18,Control.96.HDFn,Control.96.A,70,F,9,,2,B,1
Adult,G,#1528526,TGFb,8,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.8.Adult,TGFb.8.G,71,G,9,,11,C,2
SEN,D,#1366434,TGFb,0.5,6,1,6,GSS2375_WellData_p6.txt,18,TGFb.0.5.SEN,TGFb.0.5.D,72,H,9,,40,H,5
Adult,H,#1090465,Control,2,1,2,7,GSS2375_WellData_p7.txt,2,Control.2.Adult,Control.2.H,1,A,1,,41,A,6
Adult,H,#1090465,TGFb,24,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.24.Adult,TGFb.24.H,2,B,1,,26,B,4
HDFn,B,#1366356,Control,48,1,2,7,GSS2375_WellData_p7.txt,2,Control.48.HDFn,Control.48.B,3,C,1,,28,D,4
SEN,E,#1366356,TGFb,8,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.8.SEN,TGFb.8.E,4,D,1,,23,G,3
Adult,H,#1090465,Control,72,1,2,7,GSS2375_WellData_p7.txt,2,Control.72.Adult,Control.72.H,5,E,1,,25,A,4
Adult,H,#1090465,TGFb,4,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.4.Adult,TGFb.4.H,6,F,1,,17,A,3
Adult,H,#1090465,TGFb,96,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.96.Adult,TGFb.96.H,7,G,1,,60,D,8
HDFn,B,#1366356,TGFb,48,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.48.HDFn,TGFb.48.B,8,H,1,,45,E,6
SEN,E,#1366356,TGFb,2,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.2.SEN,TGFb.2.E,9,A,2,,19,C,3
SEN,E,#1366356,Control,1,1,2,7,GSS2375_WellData_p7.txt,2,Control.1.SEN,Control.1.E,10,B,2,,9,A,2
HDFn,B,#1366356,Baseline,96,1,2,7,GSS2375_WellData_p7.txt,2,Baseline.96.HDFn,Baseline.96.B,11,C,2,,47,G,6
HDFn,B,#1366356,TGFb,1,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.1.HDFn,TGFb.1.B,12,D,2,,49,A,7
SEN,E,#1366356,TGFb,24,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.24.SEN,TGFb.24.E,13,E,2,,14,F,2
Adult,H,#1090465,Control,3,1,2,7,GSS2375_WellData_p7.txt,2,Control.3.Adult,Control.3.H,14,F,2,,64,H,8
HDFn,B,#1366356,Control,2,1,2,7,GSS2375_WellData_p7.txt,2,Control.2.HDFn,Control.2.B,15,G,2,,59,C,8
SEN,E,#1366356,Baseline,0,1,2,7,GSS2375_WellData_p7.txt,2,Baseline.0.SEN,Baseline.0.E,16,H,2,,29,E,4
SEN,E,#1366356,Control,72,1,2,7,GSS2375_WellData_p7.txt,2,Control.72.SEN,Control.72.E,17,A,3,,70,F,9
HDFn,B,#1366356,Control,4,1,2,7,GSS2375_WellData_p7.txt,2,Control.4.HDFn,Control.4.B,18,B,3,,24,H,3
Adult,H,#1090465,TGFb,0.5,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.0.5.Adult,TGFb.0.5.H,19,C,3,,54,F,7
Adult,H,#1090465,Control,12,1,2,7,GSS2375_WellData_p7.txt,2,Control.12.Adult,Control.12.H,20,D,3,,13,E,2
Adult,H,#1090465,Control,0.5,1,2,7,GSS2375_WellData_p7.txt,2,Control.0.5.Adult,Control.0.5.H,21,E,3,,61,E,8
Adult,H,#1090465,TGFb,8,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.8.Adult,TGFb.8.H,22,F,3,,11,C,2
SEN,E,#1366356,TGFb,3,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.3.SEN,TGFb.3.E,23,G,3,,46,F,6
Adult,H,#1090465,Control,96,1,2,7,GSS2375_WellData_p7.txt,2,Control.96.Adult,Control.96.H,24,H,3,,38,F,5
HDFn,B,#1366356,Control,12,1,2,7,GSS2375_WellData_p7.txt,2,Control.12.HDFn,Control.12.B,25,A,4,,71,G,9
HDFn,B,#1366356,Control,8,1,2,7,GSS2375_WellData_p7.txt,2,Control.8.HDFn,Control.8.B,26,B,4,,67,C,9
HDFn,B,#1366356,Baseline,0,1,2,7,GSS2375_WellData_p7.txt,2,Baseline.0.HDFn,Baseline.0.B,27,C,4,,43,C,6
SEN,E,#1366356,Control,0.5,1,2,7,GSS2375_WellData_p7.txt,2,Control.0.5.SEN,Control.0.5.E,28,D,4,,39,G,5
Adult,H,#1090465,Control,4,1,2,7,GSS2375_WellData_p7.txt,2,Control.4.Adult,Control.4.H,29,E,4,,36,D,5
HDFn,B,#1366356,TGFb,4,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.4.HDFn,TGFb.4.B,30,F,4,,48,H,6
SEN,E,#1366356,Control,12,1,2,7,GSS2375_WellData_p7.txt,2,Control.12.SEN,Control.12.E,31,G,4,,7,G,1
Adult,H,#1090465,TGFb,12,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.12.Adult,TGFb.12.H,32,H,4,,62,F,8
HDFn,B,#1366356,TGFb,96,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.96.HDFn,TGFb.96.B,33,A,5,,50,B,7
SEN,E,#1366356,Baseline,96,1,2,7,GSS2375_WellData_p7.txt,2,Baseline.96.SEN,Baseline.96.E,34,B,5,,22,F,3
Adult,H,#1090465,Baseline,96,1,2,7,GSS2375_WellData_p7.txt,2,Baseline.96.Adult,Baseline.96.H,35,C,5,,68,D,9
Adult,H,#1090465,TGFb,1,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.1.Adult,TGFb.1.H,36,D,5,,53,E,7
HDFn,B,#1366356,TGFb,12,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.12.HDFn,TGFb.12.B,37,E,5,,65,A,9
HDFn,B,#1366356,TGFb,0.5,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.0.5.HDFn,TGFb.0.5.B,38,F,5,,34,B,5
SEN,E,#1366356,Control,24,1,2,7,GSS2375_WellData_p7.txt,2,Control.24.SEN,Control.24.E,39,G,5,,63,G,8
SEN,E,#1366356,Control,3,1,2,7,GSS2375_WellData_p7.txt,2,Control.3.SEN,Control.3.E,40,H,5,,58,B,8
SEN,E,#1366356,Control,96,1,2,7,GSS2375_WellData_p7.txt,2,Control.96.SEN,Control.96.E,41,A,6,,27,C,4
HDFn,B,#1366356,TGFb,2,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.2.HDFn,TGFb.2.B,42,B,6,,56,H,7
SEN,E,#1366356,Control,8,1,2,7,GSS2375_WellData_p7.txt,2,Control.8.SEN,Control.8.E,43,C,6,,20,D,3
Adult,H,#1090465,Control,1,1,2,7,GSS2375_WellData_p7.txt,2,Control.1.Adult,Control.1.H,44,D,6,,32,H,4
SEN,E,#1366356,TGFb,4,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.4.SEN,TGFb.4.E,45,E,6,,52,D,7
Adult,H,#1090465,Baseline,0,1,2,7,GSS2375_WellData_p7.txt,2,Baseline.0.Adult,Baseline.0.H,46,F,6,,37,E,5
HDFn,B,#1366356,TGFb,3,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.3.HDFn,TGFb.3.B,47,G,6,,2,B,1
SEN,E,#1366356,TGFb,72,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.72.SEN,TGFb.72.E,48,H,6,,4,D,1
Adult,H,#1090465,TGFb,72,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.72.Adult,TGFb.72.H,49,A,7,,21,E,3
HDFn,B,#1366356,TGFb,24,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.24.HDFn,TGFb.24.B,50,B,7,,72,H,9
Adult,H,#1090465,TGFb,3,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.3.Adult,TGFb.3.H,51,C,7,,57,A,8
Adult,H,#1090465,TGFb,48,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.48.Adult,TGFb.48.H,52,D,7,,55,G,7
HDFn,B,#1366356,Control,96,1,2,7,GSS2375_WellData_p7.txt,2,Control.96.HDFn,Control.96.B,53,E,7,,31,G,4
SEN,E,#1366356,TGFb,96,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.96.SEN,TGFb.96.E,54,F,7,,18,B,3
HDFn,B,#1366356,TGFb,72,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.72.HDFn,TGFb.72.B,55,G,7,,42,B,6
HDFn,B,#1366356,Control,72,1,2,7,GSS2375_WellData_p7.txt,2,Control.72.HDFn,Control.72.B,56,H,7,,15,G,2
SEN,E,#1366356,TGFb,0.5,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.0.5.SEN,TGFb.0.5.E,57,A,8,,35,C,5
Adult,H,#1090465,TGFb,2,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.2.Adult,TGFb.2.H,58,B,8,,33,A,5
SEN,E,#1366356,TGFb,12,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.12.SEN,TGFb.12.E,59,C,8,,5,E,1
Adult,H,#1090465,Control,8,1,2,7,GSS2375_WellData_p7.txt,2,Control.8.Adult,Control.8.H,60,D,8,,69,E,9
SEN,E,#1366356,Control,2,1,2,7,GSS2375_WellData_p7.txt,2,Control.2.SEN,Control.2.E,61,E,8,,6,F,1
HDFn,B,#1366356,TGFb,8,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.8.HDFn,TGFb.8.B,62,F,8,,51,C,7
HDFn,B,#1366356,Control,1,1,2,7,GSS2375_WellData_p7.txt,2,Control.1.HDFn,Control.1.B,63,G,8,,30,F,4
SEN,E,#1366356,TGFb,1,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.1.SEN,TGFb.1.E,64,H,8,,8,H,1
SEN,E,#1366356,Control,4,1,2,7,GSS2375_WellData_p7.txt,2,Control.4.SEN,Control.4.E,65,A,9,,12,D,2
HDFn,B,#1366356,Control,3,1,2,7,GSS2375_WellData_p7.txt,2,Control.3.HDFn,Control.3.B,66,B,9,,66,B,9
Adult,H,#1090465,Control,24,1,2,7,GSS2375_WellData_p7.txt,2,Control.24.Adult,Control.24.H,67,C,9,,1,A,1
SEN,E,#1366356,Control,48,1,2,7,GSS2375_WellData_p7.txt,2,Control.48.SEN,Control.48.E,68,D,9,,3,C,1
SEN,E,#1366356,TGFb,48,1,2,7,GSS2375_WellData_p7.txt,2,TGFb.48.SEN,TGFb.48.E,69,E,9,,40,H,5
Adult,H,#1090465,Control,48,1,2,7,GSS2375_WellData_p7.txt,2,Control.48.Adult,Control.48.H,70,F,9,,16,H,2
HDFn,B,#1366356,Control,0.5,1,2,7,GSS2375_WellData_p7.txt,2,Control.0.5.HDFn,Control.0.5.B,71,G,9,,10,B,2
HDFn,B,#1366356,Control,24,1,2,7,GSS2375_WellData_p7.txt,2,Control.24.HDFn,Control.24.B,72,H,9,,44,D,6
Adult,H,#1090465,Control,48,2,2,8,GSS2375_WellData_p8.txt,5,Control.48.Adult,Control.48.H,1,A,1,,19,C,3
Adult,H,#1090465,Control,8,2,2,8,GSS2375_WellData_p8.txt,5,Control.8.Adult,Control.8.H,2,B,1,,56,H,7
SEN,E,#1366356,Control,0.5,2,2,8,GSS2375_WellData_p8.txt,5,Control.0.5.SEN,Control.0.5.E,3,C,1,,68,D,9
HDFn,B,#1366356,TGFb,4,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.4.HDFn,TGFb.4.B,4,D,1,,71,G,9
SEN,E,#1366356,TGFb,2,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.2.SEN,TGFb.2.E,5,E,1,,7,G,1
HDFn,B,#1366356,Control,96,2,2,8,GSS2375_WellData_p8.txt,5,Control.96.HDFn,Control.96.B,6,F,1,,14,F,2
SEN,E,#1366356,Baseline,96,2,2,8,GSS2375_WellData_p8.txt,5,Baseline.96.SEN,Baseline.96.E,7,G,1,,41,A,6
HDFn,B,#1366356,TGFb,3,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.3.HDFn,TGFb.3.B,8,H,1,,37,E,5
Adult,H,#1090465,Control,12,2,2,8,GSS2375_WellData_p8.txt,5,Control.12.Adult,Control.12.H,9,A,2,,58,B,8
Adult,H,#1090465,TGFb,48,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.48.Adult,TGFb.48.H,10,B,2,,44,D,6
HDFn,B,#1366356,TGFb,12,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.12.HDFn,TGFb.12.B,11,C,2,,38,F,5
Adult,H,#1090465,TGFb,12,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.12.Adult,TGFb.12.H,12,D,2,,52,D,7
HDFn,B,#1366356,TGFb,72,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.72.HDFn,TGFb.72.B,13,E,2,,17,A,3
HDFn,B,#1366356,Control,48,2,2,8,GSS2375_WellData_p8.txt,5,Control.48.HDFn,Control.48.B,14,F,2,,13,E,2
Adult,H,#1090465,Control,2,2,2,8,GSS2375_WellData_p8.txt,5,Control.2.Adult,Control.2.H,15,G,2,,63,G,8
HDFn,B,#1366356,Control,4,2,2,8,GSS2375_WellData_p8.txt,5,Control.4.HDFn,Control.4.B,16,H,2,,66,B,9
SEN,E,#1366356,Control,48,2,2,8,GSS2375_WellData_p8.txt,5,Control.48.SEN,Control.48.E,17,A,3,,47,G,6
Adult,H,#1090465,Control,24,2,2,8,GSS2375_WellData_p8.txt,5,Control.24.Adult,Control.24.H,18,B,3,,29,E,4
HDFn,B,#1366356,Control,24,2,2,8,GSS2375_WellData_p8.txt,5,Control.24.HDFn,Control.24.B,19,C,3,,67,C,9
HDFn,B,#1366356,Control,72,2,2,8,GSS2375_WellData_p8.txt,5,Control.72.HDFn,Control.72.B,20,D,3,,40,H,5
SEN,E,#1366356,TGFb,0.5,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.0.5.SEN,TGFb.0.5.E,21,E,3,,9,A,2
SEN,E,#1366356,TGFb,4,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.4.SEN,TGFb.4.E,22,F,3,,64,H,8
SEN,E,#1366356,Baseline,0,2,2,8,GSS2375_WellData_p8.txt,5,Baseline.0.SEN,Baseline.0.E,23,G,3,,35,C,5
Adult,H,#1090465,Baseline,96,2,2,8,GSS2375_WellData_p8.txt,5,Baseline.96.Adult,Baseline.96.H,24,H,3,,43,C,6
HDFn,B,#1366356,TGFb,2,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.2.HDFn,TGFb.2.B,25,A,4,,30,F,4
Adult,H,#1090465,TGFb,72,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.72.Adult,TGFb.72.H,26,B,4,,32,H,4
SEN,E,#1366356,TGFb,72,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.72.SEN,TGFb.72.E,27,C,4,,57,A,8
HDFn,B,#1366356,TGFb,0.5,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.0.5.HDFn,TGFb.0.5.B,28,D,4,,11,C,2
Adult,H,#1090465,TGFb,24,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.24.Adult,TGFb.24.H,29,E,4,,51,C,7
HDFn,B,#1366356,Control,3,2,2,8,GSS2375_WellData_p8.txt,5,Control.3.HDFn,Control.3.B,30,F,4,,59,C,8
SEN,E,#1366356,Control,2,2,2,8,GSS2375_WellData_p8.txt,5,Control.2.SEN,Control.2.E,31,G,4,,42,B,6
Adult,H,#1090465,Baseline,0,2,2,8,GSS2375_WellData_p8.txt,5,Baseline.0.Adult,Baseline.0.H,32,H,4,,54,F,7
HDFn,B,#1366356,TGFb,24,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.24.HDFn,TGFb.24.B,33,A,5,,21,E,3
Adult,H,#1090465,Control,72,2,2,8,GSS2375_WellData_p8.txt,5,Control.72.Adult,Control.72.H,34,B,5,,15,G,2
HDFn,B,#1366356,TGFb,1,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.1.HDFn,TGFb.1.B,35,C,5,,10,B,2
Adult,H,#1090465,Control,4,2,2,8,GSS2375_WellData_p8.txt,5,Control.4.Adult,Control.4.H,36,D,5,,18,B,3
HDFn,B,#1366356,Control,1,2,2,8,GSS2375_WellData_p8.txt,5,Control.1.HDFn,Control.1.B,37,E,5,,1,A,1
SEN,E,#1366356,Control,12,2,2,8,GSS2375_WellData_p8.txt,5,Control.12.SEN,Control.12.E,38,F,5,,62,F,8
SEN,E,#1366356,Control,1,2,2,8,GSS2375_WellData_p8.txt,5,Control.1.SEN,Control.1.E,39,G,5,,4,D,1
Adult,H,#1090465,TGFb,2,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.2.Adult,TGFb.2.H,40,H,5,,55,G,7
SEN,E,#1366356,TGFb,48,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.48.SEN,TGFb.48.E,41,A,6,,12,D,2
Adult,H,#1090465,TGFb,0.5,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.0.5.Adult,TGFb.0.5.H,42,B,6,,39,G,5
Adult,H,#1090465,TGFb,4,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.4.Adult,TGFb.4.H,43,C,6,,69,E,9
SEN,E,#1366356,TGFb,96,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.96.SEN,TGFb.96.E,44,D,6,,31,G,4
SEN,E,#1366356,TGFb,3,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.3.SEN,TGFb.3.E,45,E,6,,27,C,4
SEN,E,#1366356,Control,3,2,2,8,GSS2375_WellData_p8.txt,5,Control.3.SEN,Control.3.E,46,F,6,,25,A,4
SEN,E,#1366356,Control,4,2,2,8,GSS2375_WellData_p8.txt,5,Control.4.SEN,Control.4.E,47,G,6,,72,H,9
HDFn,B,#1366356,TGFb,96,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.96.HDFn,TGFb.96.B,48,H,6,,46,F,6
HDFn,B,#1366356,Control,8,2,2,8,GSS2375_WellData_p8.txt,5,Control.8.HDFn,Control.8.B,49,A,7,,48,H,6
SEN,E,#1366356,Control,8,2,2,8,GSS2375_WellData_p8.txt,5,Control.8.SEN,Control.8.E,50,B,7,,61,E,8
HDFn,B,#1366356,Control,12,2,2,8,GSS2375_WellData_p8.txt,5,Control.12.HDFn,Control.12.B,51,C,7,,60,D,8
SEN,E,#1366356,TGFb,12,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.12.SEN,TGFb.12.E,52,D,7,,34,B,5
HDFn,B,#1366356,TGFb,48,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.48.HDFn,TGFb.48.B,53,E,7,,28,D,4
HDFn,B,#1366356,Control,0.5,2,2,8,GSS2375_WellData_p8.txt,5,Control.0.5.HDFn,Control.0.5.B,54,F,7,,65,A,9
SEN,E,#1366356,Control,72,2,2,8,GSS2375_WellData_p8.txt,5,Control.72.SEN,Control.72.E,55,G,7,,33,A,5
SEN,E,#1366356,Control,24,2,2,8,GSS2375_WellData_p8.txt,5,Control.24.SEN,Control.24.E,56,H,7,,16,H,2
SEN,E,#1366356,TGFb,24,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.24.SEN,TGFb.24.E,57,A,8,,50,B,7
Adult,H,#1090465,TGFb,96,2,2,8,GSS2375_WellData_p8.txt,5,TGFb.96.Adult,TGFb.96.H,58,B,8,,3,C,1
Adult,H,#1090465,Control,1,2,2,8,GSS2375_WellData_p8.txt,5,Control.1.Adult,Control.1.H,59,C,8,,22,F,3
Adult,H,#1090465,Control,3,2,2,8,GSS2375_WellData_p8.txt,5,Control.3.Adult,Control.3.H,60,D,8,,5,E,1
