Cell.Line,Cell.ID,Lot.Number,Treatment Start Date,Treatment,Time.Point,Replicate,Sub.experiment,Batch,Filename,WG.Plate,factor1,factor2,Iso.Order,Iso.Row,Iso.Col,RNAYield(ug),Label.Order,Label.Row,Label.Col,Sample
HDFn,B,#1366356,20-06-2017,TGFb,96,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.96.HDFn,TGFb.96.B,48,H,6,,46,F,6,TGFb_96_B_2
HDFn,B,#1366356,20-06-2017,Control,8,2,2,8,GSS2375_WellData_p5.txt,5,Control.8.HDFn,Control.8.B,49,A,7,,48,H,6,Control_8_B_2
HDFn,B,#1366356,20-06-2017,Control,12,2,2,8,GSS2375_WellData_p5.txt,5,Control.12.HDFn,Control.12.B,51,C,7,,60,D,8,Control_12_B_2
HDFn,B,#1366356,20-06-2017,TGFb,48,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.48.HDFn,TGFb.48.B,53,E,7,,28,D,4,TGFb_48_B_2
HDFn,B,#1366356,20-06-2017,Control,0.5,2,2,8,GSS2375_WellData_p5.txt,5,Control.0.5.HDFn,Control.0.5.B,54,F,7,,65,A,9,Control_0.5_B_2
HDFn,B,#1366356,20-06-2017,Baseline,0,2,2,8,GSS2375_WellData_p5.txt,5,Baseline.0.HDFn,Baseline.0.B,63,G,8,,49,A,7,Baseline_0_B_2
HDFn,B,#1366356,20-06-2017,Baseline,96,2,2,8,GSS2375_WellData_p5.txt,5,Baseline.96.HDFn,Baseline.96.B,64,H,8,,2,B,1,Baseline_96_B_2
HDFn,B,#1366356,20-06-2017,Control,2,2,2,8,GSS2375_WellData_p5.txt,5,Control.2.HDFn,Control.2.B,66,B,9,,70,F,9,Control_2_B_2
HDFn,B,#1366356,20-06-2017,TGFb,8,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.8.HDFn,TGFb.8.B,71,G,9,,20,D,3,TGFb_8_B_2
SEN,E,#1366356,04-07-2017,Control,0.5,2,2,8,GSS2375_WellData_p5.txt,5,Control.0.5.SEN,Control.0.5.E,3,C,1,,68,D,9,Control_0.5_E_2
SEN,E,#1366356,04-07-2017,TGFb,2,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.2.SEN,TGFb.2.E,5,E,1,,7,G,1,TGFb_2_E_2
SEN,E,#1366356,04-07-2017,Baseline,96,2,2,8,GSS2375_WellData_p5.txt,5,Baseline.96.SEN,Baseline.96.E,7,G,1,,41,A,6,Baseline_96_E_2
SEN,E,#1366356,04-07-2017,Control,48,2,2,8,GSS2375_WellData_p5.txt,5,Control.48.SEN,Control.48.E,17,A,3,,47,G,6,Control_48_E_2
SEN,E,#1366356,04-07-2017,TGFb,0.5,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.0.5.SEN,TGFb.0.5.E,21,E,3,,9,A,2,TGFb_0.5_E_2
SEN,E,#1366356,04-07-2017,TGFb,4,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.4.SEN,TGFb.4.E,22,F,3,,64,H,8,TGFb_4_E_2
SEN,E,#1366356,04-07-2017,Baseline,0,2,2,8,GSS2375_WellData_p5.txt,5,Baseline.0.SEN,Baseline.0.E,23,G,3,,35,C,5,Baseline_0_E_2
SEN,E,#1366356,04-07-2017,TGFb,72,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.72.SEN,TGFb.72.E,27,C,4,,57,A,8,TGFb_72_E_2
SEN,E,#1366356,04-07-2017,Control,2,2,2,8,GSS2375_WellData_p5.txt,5,Control.2.SEN,Control.2.E,31,G,4,,42,B,6,Control_2_E_2
SEN,E,#1366356,04-07-2017,Control,12,2,2,8,GSS2375_WellData_p5.txt,5,Control.12.SEN,Control.12.E,38,F,5,,62,F,8,Control_12_E_2
SEN,E,#1366356,04-07-2017,Control,1,2,2,8,GSS2375_WellData_p5.txt,5,Control.1.SEN,Control.1.E,39,G,5,,4,D,1,Control_1_E_2
SEN,E,#1366356,04-07-2017,TGFb,48,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.48.SEN,TGFb.48.E,41,A,6,,12,D,2,TGFb_48_E_2
SEN,E,#1366356,04-07-2017,TGFb,96,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.96.SEN,TGFb.96.E,44,D,6,,31,G,4,TGFb_96_E_2
SEN,E,#1366356,04-07-2017,TGFb,3,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.3.SEN,TGFb.3.E,45,E,6,,27,C,4,TGFb_3_E_2
SEN,E,#1366356,04-07-2017,Control,3,2,2,8,GSS2375_WellData_p5.txt,5,Control.3.SEN,Control.3.E,46,F,6,,25,A,4,Control_3_E_2
SEN,E,#1366356,04-07-2017,Control,4,2,2,8,GSS2375_WellData_p5.txt,5,Control.4.SEN,Control.4.E,47,G,6,,72,H,9,Control_4_E_2
SEN,E,#1366356,04-07-2017,Control,8,2,2,8,GSS2375_WellData_p5.txt,5,Control.8.SEN,Control.8.E,50,B,7,,61,E,8,Control_8_E_2
SEN,E,#1366356,04-07-2017,TGFb,12,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.12.SEN,TGFb.12.E,52,D,7,,34,B,5,TGFb_12_E_2
SEN,E,#1366356,04-07-2017,Control,72,2,2,8,GSS2375_WellData_p5.txt,5,Control.72.SEN,Control.72.E,55,G,7,,33,A,5,Control_72_E_2
SEN,E,#1366356,04-07-2017,Control,24,2,2,8,GSS2375_WellData_p5.txt,5,Control.24.SEN,Control.24.E,56,H,7,,16,H,2,Control_24_E_2
SEN,E,#1366356,04-07-2017,TGFb,24,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.24.SEN,TGFb.24.E,57,A,8,,50,B,7,TGFb_24_E_2
SEN,E,#1366356,04-07-2017,Control,96,2,2,8,GSS2375_WellData_p5.txt,5,Control.96.SEN,Control.96.E,62,F,8,,53,E,7,Control_96_E_2
SEN,E,#1366356,04-07-2017,TGFb,8,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.8.SEN,TGFb.8.E,65,A,9,,45,E,6,TGFb_8_E_2
SEN,E,#1366356,04-07-2017,TGFb,1,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.1.SEN,TGFb.1.E,70,F,9,,23,G,3,TGFb_1_E_2
Adult,H,#1090465,27-06-2017,Control,48,2,2,8,GSS2375_WellData_p5.txt,5,Control.48.Adult,Control.48.H,1,A,1,,19,C,3,Control_48_H_2
Adult,H,#1090465,27-06-2017,Control,8,2,2,8,GSS2375_WellData_p5.txt,5,Control.8.Adult,Control.8.H,2,B,1,,56,H,7,Control_8_H_2
Adult,H,#1090465,27-06-2017,Control,12,2,2,8,GSS2375_WellData_p5.txt,5,Control.12.Adult,Control.12.H,9,A,2,,58,B,8,Control_12_H_2
Adult,H,#1090465,27-06-2017,TGFb,48,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.48.Adult,TGFb.48.H,10,B,2,,44,D,6,TGFb_48_H_2
Adult,H,#1090465,27-06-2017,TGFb,12,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.12.Adult,TGFb.12.H,12,D,2,,52,D,7,TGFb_12_H_2
Adult,H,#1090465,27-06-2017,Control,2,2,2,8,GSS2375_WellData_p5.txt,5,Control.2.Adult,Control.2.H,15,G,2,,63,G,8,Control_2_H_2
Adult,H,#1090465,27-06-2017,Control,24,2,2,8,GSS2375_WellData_p5.txt,5,Control.24.Adult,Control.24.H,18,B,3,,29,E,4,Control_24_H_2
Adult,H,#1090465,27-06-2017,Baseline,96,2,2,8,GSS2375_WellData_p5.txt,5,Baseline.96.Adult,Baseline.96.H,24,H,3,,43,C,6,Baseline_96_H_2
Adult,H,#1090465,27-06-2017,TGFb,72,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.72.Adult,TGFb.72.H,26,B,4,,32,H,4,TGFb_72_H_2
Adult,H,#1090465,27-06-2017,TGFb,24,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.24.Adult,TGFb.24.H,29,E,4,,51,C,7,TGFb_24_H_2
Adult,H,#1090465,27-06-2017,Baseline,0,2,2,8,GSS2375_WellData_p5.txt,5,Baseline.0.Adult,Baseline.0.H,32,H,4,,54,F,7,Baseline_0_H_2
Adult,H,#1090465,27-06-2017,Control,72,2,2,8,GSS2375_WellData_p5.txt,5,Control.72.Adult,Control.72.H,34,B,5,,15,G,2,Control_72_H_2
Adult,H,#1090465,27-06-2017,Control,4,2,2,8,GSS2375_WellData_p5.txt,5,Control.4.Adult,Control.4.H,36,D,5,,18,B,3,Control_4_H_2
Adult,H,#1090465,27-06-2017,TGFb,2,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.2.Adult,TGFb.2.H,40,H,5,,55,G,7,TGFb_2_H_2
Adult,H,#1090465,27-06-2017,TGFb,0.5,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.0.5.Adult,TGFb.0.5.H,42,B,6,,39,G,5,TGFb_0.5_H_2
Adult,H,#1090465,27-06-2017,TGFb,4,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.4.Adult,TGFb.4.H,43,C,6,,69,E,9,TGFb_4_H_2
Adult,H,#1090465,27-06-2017,TGFb,96,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.96.Adult,TGFb.96.H,58,B,8,,3,C,1,TGFb_96_H_2
Adult,H,#1090465,27-06-2017,Control,1,2,2,8,GSS2375_WellData_p5.txt,5,Control.1.Adult,Control.1.H,59,C,8,,22,F,3,Control_1_H_2
Adult,H,#1090465,27-06-2017,Control,3,2,2,8,GSS2375_WellData_p5.txt,5,Control.3.Adult,Control.3.H,60,D,8,,5,E,1,Control_3_H_2
Adult,H,#1090465,27-06-2017,TGFb,1,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.1.Adult,TGFb.1.H,61,E,8,,6,F,1,TGFb_1_H_2
Adult,H,#1090465,27-06-2017,Control,96,2,2,8,GSS2375_WellData_p5.txt,5,Control.96.Adult,Control.96.H,67,C,9,,24,H,3,Control_96_H_2
Adult,H,#1090465,27-06-2017,TGFb,8,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.8.Adult,TGFb.8.H,68,D,9,,8,H,1,TGFb_8_H_2
Adult,H,#1090465,27-06-2017,TGFb,3,2,2,8,GSS2375_WellData_p5.txt,5,TGFb.3.Adult,TGFb.3.H,69,E,9,,26,B,4,TGFb_3_H_2
Adult,H,#1090465,27-06-2017,Control,0.5,2,2,8,GSS2375_WellData_p5.txt,5,Control.0.5.Adult,Control.0.5.H,72,H,9,,36,D,5,Control_0.5_H_2
HDFn,A,#1366434,20-06-2017,Control,1,2,1,2,GSS2375_WellData_p6.txt,6,Control.1.HDFn,Control.1.A,1,A,1,,63,G,8,Control_1_A_2
HDFn,A,#1366434,20-06-2017,TGFb,1,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.1.HDFn,TGFb.1.A,4,D,1,,9,A,2,TGFb_1_A_2
HDFn,A,#1366434,20-06-2017,TGFb,8,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.8.HDFn,TGFb.8.A,16,H,2,,7,G,1,TGFb_8_A_2
HDFn,A,#1366434,20-06-2017,TGFb,12,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.12.HDFn,TGFb.12.A,18,B,3,,24,H,3,TGFb_12_A_2
HDFn,A,#1366434,20-06-2017,Control,48,2,1,2,GSS2375_WellData_p6.txt,6,Control.48.HDFn,Control.48.A,20,D,3,,28,D,4,Control_48_A_2
HDFn,A,#1366434,20-06-2017,Control,8,2,1,2,GSS2375_WellData_p6.txt,6,Control.8.HDFn,Control.8.A,23,G,3,,69,E,9,Control_8_A_2
HDFn,A,#1366434,20-06-2017,Control,4,2,1,2,GSS2375_WellData_p6.txt,6,Control.4.HDFn,Control.4.A,24,H,3,,44,D,6,Control_4_A_2
HDFn,A,#1366434,20-06-2017,Control,3,2,1,2,GSS2375_WellData_p6.txt,6,Control.3.HDFn,Control.3.A,27,C,4,,45,E,6,Control_3_A_2
HDFn,A,#1366434,20-06-2017,Control,72,2,1,2,GSS2375_WellData_p6.txt,6,Control.72.HDFn,Control.72.A,28,D,4,,11,C,2,Control_72_A_2
HDFn,A,#1366434,20-06-2017,Baseline,96,2,1,2,GSS2375_WellData_p6.txt,6,Baseline.96.HDFn,Baseline.96.A,30,F,4,,61,E,8,Baseline_96_A_2
HDFn,A,#1366434,20-06-2017,Control,24,2,1,2,GSS2375_WellData_p6.txt,6,Control.24.HDFn,Control.24.A,31,G,4,,32,H,4,Control_24_A_2
HDFn,A,#1366434,20-06-2017,TGFb,3,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.3.HDFn,TGFb.3.A,38,F,5,,2,B,1,TGFb_3_A_2
HDFn,A,#1366434,20-06-2017,Control,96,2,1,2,GSS2375_WellData_p6.txt,6,Control.96.HDFn,Control.96.A,39,G,5,,37,E,5,Control_96_A_2
HDFn,A,#1366434,20-06-2017,Control,2,2,1,2,GSS2375_WellData_p6.txt,6,Control.2.HDFn,Control.2.A,46,F,6,,52,D,7,Control_2_A_2
HDFn,A,#1366434,20-06-2017,Control,0.5,2,1,2,GSS2375_WellData_p6.txt,6,Control.0.5.HDFn,Control.0.5.A,50,B,7,,41,A,6,Control_0.5_A_2
HDFn,A,#1366434,20-06-2017,TGFb,4,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.4.HDFn,TGFb.4.A,56,H,7,,4,D,1,TGFb_4_A_2
HDFn,A,#1366434,20-06-2017,TGFb,2,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.2.HDFn,TGFb.2.A,58,B,8,,17,A,3,TGFb_2_A_2
HDFn,A,#1366434,20-06-2017,TGFb,24,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.24.HDFn,TGFb.24.A,59,C,8,,26,B,4,TGFb_24_A_2
HDFn,A,#1366434,20-06-2017,TGFb,72,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.72.HDFn,TGFb.72.A,61,E,8,,57,A,8,TGFb_72_A_2
HDFn,A,#1366434,20-06-2017,Baseline,0,2,1,2,GSS2375_WellData_p6.txt,6,Baseline.0.HDFn,Baseline.0.A,62,F,8,,48,H,6,Baseline_0_A_2
HDFn,A,#1366434,20-06-2017,TGFb,96,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.96.HDFn,TGFb.96.A,63,G,8,,46,F,6,TGFb_96_A_2
HDFn,A,#1366434,20-06-2017,Control,12,2,1,2,GSS2375_WellData_p6.txt,6,Control.12.HDFn,Control.12.A,64,H,8,,13,E,2,Control_12_A_2
HDFn,A,#1366434,20-06-2017,TGFb,0.5,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.0.5.HDFn,TGFb.0.5.A,68,D,9,,22,F,3,TGFb_0.5_A_2
HDFn,A,#1366434,20-06-2017,TGFb,48,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.48.HDFn,TGFb.48.A,69,E,9,,18,B,3,TGFb_48_A_2
SEN,D,#1366434,04-07-2017,Control,48,2,1,2,GSS2375_WellData_p6.txt,6,Control.48.SEN,Control.48.D,2,B,1,,54,F,7,Control_48_D_2
SEN,D,#1366434,04-07-2017,TGFb,12,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.12.SEN,TGFb.12.D,3,C,1,,1,A,1,TGFb_12_D_2
SEN,D,#1366434,04-07-2017,Control,24,2,1,2,GSS2375_WellData_p6.txt,6,Control.24.SEN,Control.24.D,5,E,1,,70,F,9,Control_24_D_2
SEN,D,#1366434,04-07-2017,Baseline,0,2,1,2,GSS2375_WellData_p6.txt,6,Baseline.0.SEN,Baseline.0.D,6,F,1,,12,D,2,Baseline_0_D_2
SEN,D,#1366434,04-07-2017,Control,12,2,1,2,GSS2375_WellData_p6.txt,6,Control.12.SEN,Control.12.D,7,G,1,,68,D,9,Control_12_D_2
SEN,D,#1366434,04-07-2017,TGFb,4,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.4.SEN,TGFb.4.D,8,H,1,,71,G,9,TGFb_4_D_2
SEN,D,#1366434,04-07-2017,TGFb,72,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.72.SEN,TGFb.72.D,11,C,2,,56,H,7,TGFb_72_D_2
SEN,D,#1366434,04-07-2017,Control,8,2,1,2,GSS2375_WellData_p6.txt,6,Control.8.SEN,Control.8.D,12,D,2,,35,C,5,Control_8_D_2
SEN,D,#1366434,04-07-2017,TGFb,8,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.8.SEN,TGFb.8.D,17,A,3,,66,B,9,TGFb_8_D_2
SEN,D,#1366434,04-07-2017,Control,72,2,1,2,GSS2375_WellData_p6.txt,6,Control.72.SEN,Control.72.D,21,E,3,,43,C,6,Control_72_D_2
SEN,D,#1366434,04-07-2017,TGFb,96,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.96.SEN,TGFb.96.D,22,F,3,,19,C,3,TGFb_96_D_2
SEN,D,#1366434,04-07-2017,TGFb,3,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.3.SEN,TGFb.3.D,25,A,4,,42,B,6,TGFb_3_D_2
SEN,D,#1366434,04-07-2017,Baseline,96,2,1,2,GSS2375_WellData_p6.txt,6,Baseline.96.SEN,Baseline.96.D,32,H,4,,49,A,7,Baseline_96_D_2
SEN,D,#1366434,04-07-2017,Control,0.5,2,1,2,GSS2375_WellData_p6.txt,6,Control.0.5.SEN,Control.0.5.D,36,D,5,,15,G,2,Control_0.5_D_2
SEN,D,#1366434,04-07-2017,TGFb,24,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.24.SEN,TGFb.24.D,37,E,5,,30,F,4,TGFb_24_D_2
SEN,D,#1366434,04-07-2017,TGFb,48,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.48.SEN,TGFb.48.D,40,H,5,,60,D,8,TGFb_48_D_2
SEN,D,#1366434,04-07-2017,Control,96,2,1,2,GSS2375_WellData_p6.txt,6,Control.96.SEN,Control.96.D,43,C,6,,6,F,1,Control_96_D_2
SEN,D,#1366434,04-07-2017,TGFb,0.5,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.0.5.SEN,TGFb.0.5.D,44,D,6,,5,E,1,TGFb_0.5_D_2
SEN,D,#1366434,04-07-2017,Control,2,2,1,2,GSS2375_WellData_p6.txt,6,Control.2.SEN,Control.2.D,47,G,6,,36,D,5,Control_2_D_2
SEN,D,#1366434,04-07-2017,TGFb,1,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.1.SEN,TGFb.1.D,49,A,7,,3,C,1,TGFb_1_D_2
SEN,D,#1366434,04-07-2017,Control,3,2,1,2,GSS2375_WellData_p6.txt,6,Control.3.SEN,Control.3.D,65,A,9,,23,G,3,Control_3_D_2
SEN,D,#1366434,04-07-2017,TGFb,2,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.2.SEN,TGFb.2.D,67,C,9,,10,B,2,TGFb_2_D_2
SEN,D,#1366434,04-07-2017,Control,4,2,1,2,GSS2375_WellData_p6.txt,6,Control.4.SEN,Control.4.D,70,F,9,,39,G,5,Control_4_D_2
SEN,D,#1366434,04-07-2017,Control,1,2,1,2,GSS2375_WellData_p6.txt,6,Control.1.SEN,Control.1.D,72,H,9,,55,G,7,Control_1_D_2
Adult,G,#1528526,18-07-2017,TGFb,2,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.2.Adult,TGFb.2.G,9,A,2,,53,E,7,TGFb_2_G_2
Adult,G,#1528526,18-07-2017,Control,24,2,1,2,GSS2375_WellData_p6.txt,6,Control.24.Adult,Control.24.G,10,B,2,,47,G,6,Control_24_G_2
Adult,G,#1528526,18-07-2017,TGFb,3,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.3.Adult,TGFb.3.G,13,E,2,,21,E,3,TGFb_3_G_2
Adult,G,#1528526,18-07-2017,Control,8,2,1,2,GSS2375_WellData_p6.txt,6,Control.8.Adult,Control.8.G,14,F,2,,34,B,5,Control_8_G_2
Adult,G,#1528526,18-07-2017,Control,3,2,1,2,GSS2375_WellData_p6.txt,6,Control.3.Adult,Control.3.G,15,G,2,,8,H,1,Control_3_G_2
Adult,G,#1528526,18-07-2017,TGFb,24,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.24.Adult,TGFb.24.G,19,C,3,,27,C,4,TGFb_24_G_2
Adult,G,#1528526,18-07-2017,TGFb,4,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.4.Adult,TGFb.4.G,26,B,4,,25,A,4,TGFb_4_G_2
Adult,G,#1528526,18-07-2017,Control,72,2,1,2,GSS2375_WellData_p6.txt,6,Control.72.Adult,Control.72.G,29,E,4,,38,F,5,Control_72_G_2
Adult,G,#1528526,18-07-2017,TGFb,0.5,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.0.5.Adult,TGFb.0.5.G,33,A,5,,40,H,5,TGFb_0.5_G_2
Adult,G,#1528526,18-07-2017,Control,1,2,1,2,GSS2375_WellData_p6.txt,6,Control.1.Adult,Control.1.G,34,B,5,,58,B,8,Control_1_G_2
Adult,G,#1528526,18-07-2017,Control,96,2,1,2,GSS2375_WellData_p6.txt,6,Control.96.Adult,Control.96.G,35,C,5,,16,H,2,Control_96_G_2
Adult,G,#1528526,18-07-2017,Baseline,0,2,1,2,GSS2375_WellData_p6.txt,6,Baseline.0.Adult,Baseline.0.G,41,A,6,,65,A,9,Baseline_0_G_2
Adult,G,#1528526,18-07-2017,TGFb,8,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.8.Adult,TGFb.8.G,42,B,6,,50,B,7,TGFb_8_G_2
Adult,G,#1528526,18-07-2017,Baseline,96,2,1,2,GSS2375_WellData_p6.txt,6,Baseline.96.Adult,Baseline.96.G,45,E,6,,14,F,2,Baseline_96_G_2
Adult,G,#1528526,18-07-2017,TGFb,96,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.96.Adult,TGFb.96.G,48,H,6,,72,H,9,TGFb_96_G_2
Adult,G,#1528526,18-07-2017,Control,48,2,1,2,GSS2375_WellData_p6.txt,6,Control.48.Adult,Control.48.G,51,C,7,,31,G,4,Control_48_G_2
Adult,G,#1528526,18-07-2017,TGFb,12,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.12.Adult,TGFb.12.G,52,D,7,,64,H,8,TGFb_12_G_2
Adult,G,#1528526,18-07-2017,TGFb,72,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.72.Adult,TGFb.72.G,53,E,7,,59,C,8,TGFb_72_G_2
Adult,G,#1528526,18-07-2017,Control,12,2,1,2,GSS2375_WellData_p6.txt,6,Control.12.Adult,Control.12.G,54,F,7,,20,D,3,Control_12_G_2
Adult,G,#1528526,18-07-2017,TGFb,1,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.1.Adult,TGFb.1.G,55,G,7,,62,F,8,TGFb_1_G_2
Adult,G,#1528526,18-07-2017,TGFb,48,2,1,2,GSS2375_WellData_p6.txt,6,TGFb.48.Adult,TGFb.48.G,57,A,8,,67,C,9,TGFb_48_G_2
Adult,G,#1528526,18-07-2017,Control,4,2,1,2,GSS2375_WellData_p6.txt,6,Control.4.Adult,Control.4.G,60,D,8,,51,C,7,Control_4_G_2
Adult,G,#1528526,18-07-2017,Control,0.5,2,1,2,GSS2375_WellData_p6.txt,6,Control.0.5.Adult,Control.0.5.G,66,B,9,,33,A,5,Control_0.5_G_2
Adult,G,#1528526,18-07-2017,Control,2,2,1,2,GSS2375_WellData_p6.txt,6,Control.2.Adult,Control.2.G,71,G,9,,29,E,4,Control_2_G_2
HDFn,A,#1366434,20-06-2017,Control,48,3,1,3,GSS2375_WellData_p7.txt,7,Control.48.HDFn,Control.48.A,2,B,1,,59,C,8,Control_48_A_3
HDFn,A,#1366434,20-06-2017,Control,72,3,1,3,GSS2375_WellData_p7.txt,7,Control.72.HDFn,Control.72.A,3,C,1,,17,A,3,Control_72_A_3
HDFn,A,#1366434,20-06-2017,Control,8,3,1,3,GSS2375_WellData_p7.txt,7,Control.8.HDFn,Control.8.A,5,E,1,,27,C,4,Control_8_A_3
HDFn,A,#1366434,20-06-2017,TGFb,0.5,3,1,3,GSS2375_WellData_p7.txt,7,TGFb.0.5.HDFn,TGFb.0.5.A,7,G,1,,32,H,4,TGFb_0.5_A_3
HDFn,A,#1366434,20-06-2017,Control,4,3,1,3,GSS2375_WellData_p7.txt,7,Control.4.HDFn,Control.4.A,13,E,2,,62,F,8,Control_4_A_3
HDFn,A,#1366434,20-06-2017,Control,2,3,1,3,GSS2375_WellData_p7.txt,7,Control.2.HDFn,Control.2.A,14,F,2,,69,E,9,Control_2_A_3
HDFn,A,#1366434,20-06-2017,Baseline,0,3,1,3,GSS2375_WellData_p7.txt,7,Baseline.0.HDFn,Baseline.0.A,19,C,3,,20,D,3,Baseline_0_A_3
HDFn,A,#1366434,20-06-2017,TGFb,48,3,1,3,GSS2375_WellData_p7.txt,7,TGFb.48.HDFn,TGFb.48.A,21,E,3,,64,H,8,TGFb_48_A_3
HDFn,A,#1366434,20-06-2017,Control,0.5,3,1,3,GSS2375_WellData_p7.txt,7,Control.0.5.HDFn,Control.0.5.A,22,F,3,,34,B,5,Control_0.5_A_3
HDFn,A,#1366434,20-06-2017,TGFb,12,3,1,3,GSS2375_WellData_p7.txt,7,TGFb.12.HDFn,TGFb.12.A,29,E,4,,2,B,1,TGFb_12_A_3
HDFn,A,#1366434,20-06-2017,TGFb,72,3,1,3,GSS2375_WellData_p7.txt,7,TGFb.72.HDFn,TGFb.72.A,30,F,4,,39,G,5,TGFb_72_A_3
HDFn,A,#1366434,20-06-2017,TGFb,2,3,1,3,GSS2375_WellData_p7.txt,7,TGFb.2.HDFn,TGFb.2.A,33,A,5,,38,F,5,TGFb_2_A_3
HDFn,A,#1366434,20-06-2017,TGFb,8,3,1,3,GSS2375_WellData_p7.txt,7,TGFb.8.HDFn,TGFb.8.A,34,B,5,,14,F,2,TGFb_8_A_3
HDFn,A,#1366434,20-06-2017,Baseline,96,3,1,3,GSS2375_WellData_p7.txt,7,Baseline.96.HDFn,Baseline.96.A,35,C,5,,72,H,9,Baseline_96_A_3
HDFn,A,#1366434,20-06-2017,Control,24,3,1,3,GSS2375_WellData_p7.txt,7,Control.24.HDFn,Control.24.A,36,D,5,,16,H,2,Control_24_A_3
HDFn,A,#1366434,20-06-2017,TGFb,24,3,1,3,GSS2375_WellData_p7.txt,7,TGFb.24.HDFn,TGFb.24.A,41,A,6,,3,C,1,TGFb_24_A_3
HDFn,A,#1366434,20-06-2017,Control,12,3,1,3,GSS2375_WellData_p7.txt,7,Control.12.HDFn,Control.12.A,43,C,6,,46,F,6,Control_12_A_3
HDFn,A,#1366434,20-06-2017,Control,3,3,1,3,GSS2375_WellData_p7.txt,7,Control.3.HDFn,Control.3.A,44,D,6,,40,H,5,Control_3_A_3
HDFn,A,#1366434,20-06-2017,TGFb,3,3,1,3,GSS2375_WellData_p7.txt,7,TGFb.3.HDFn,TGFb.3.A,45,E,6,,68,D,9,TGFb_3_A_3
HDFn,A,#1366434,20-06-2017,TGFb,96,3,1,3,GSS2375_WellData_p7.txt,7,TGFb.96.HDFn,TGFb.96.A,50,B,7,,57,A,8,TGFb_96_A_3
HDFn,A,#1366434,20-06-2017,TGFb,1,3,1,3,GSS2375_WellData_p7.txt,7,TGFb.1.HDFn,TGFb.1.A,59,C,8,,53,E,7,TGFb_1_A_3
HDFn,A,#1366434,20-06-2017,Control,96,3,1,3,GSS2375_WellData_p7.txt,7,Control.96.HDFn,Control.96.A,60,D,8,,31,G,4,Control_96_A_3
HDFn,A,#1366434,20-06-2017,TGFb,4,3,1,3,GSS2375_WellData_p7.txt,7,TGFb.4.HDFn,TGFb.4.A,67,C,9,,51,C,7,TGFb_4_A_3
